Approved Symbol	Previous Symbols	Synonyms	Chromosome	Ensembl Gene ID	UCSC ID(supplied by UCSC)
SEC16B	LZTR2	RGPR, PGPR-p117, Sec16S	1q25.2	ENSG00000120341	uc001gli.1
SEC22A	SEC22L2		3q21.1	ENSG00000121542	uc003ege.3
SEC22B	SEC22L1	sec22b, ERS-24	1q21.1	ENSG00000265808	uc031unv.1
SEC22C	SEC22L3	MGC13261, MGC5373	3p24.3-p22.1	ENSG00000093183	uc003clj.3
SEC23A			14q21.1	ENSG00000100934	uc001wup.1
SEC23B	CDAN2	CDA-II, CDAII, HEMPAS	20p11.23	ENSG00000101310	uc002wrb.2
SEC23IP		p125	10q26.11-q26.12	ENSG00000107651	uc001leu.2
SEC24A			5q31.1	ENSG00000113615	uc003kzs.3
SEC24B			4q25	ENSG00000138802	uc003hzk.3
SEC24B-AS1		1/2-SBSRNA4	4q25	ENSG00000247950	uc003hzj.4
SEC24C		KIAA0079	10q22	ENSG00000176986	uc001jux.3
SEC24D		KIAA0755	4q26	ENSG00000150961	uc003ici.4
SEC31A	SEC31L1	KIAA0905, ABP125, ABP130	4q21.3	ENSG00000138674	uc003hnh.3
SEC31B	SEC31L2	SEC31B-1, DKFZP434M183	10q24.32	ENSG00000075826	uc001krc.1
SEC61A1			3q21.3	ENSG00000058262	uc003ekb.3
SEC61A2		FLJ10578	10p14	ENSG00000065665	uc001ile.2
SEC61B			9q22.33	ENSG00000106803	uc004azh.3
SEC61G		SSS1	7p11.2	ENSG00000132432	uc003tqg.3
SEC62	TLOC1	Dtrp1, HTP1	3q26.2	ENSG00000008952	uc003fgh.3
SEC62-AS1			3q26.2	ENSG00000240373	
SEC63		SEC63L, PRO2507, ERdj2, DNAJC23	6q21	ENSG00000025796	uc003psc.4
SEC63P1			1p21.3	ENSG00000228057	
SEC63P2			4p15.1	ENSG00000250416	
SECISBP2			9q22	ENSG00000187742	uc004aqj.2
SECISBP2L		KIAA0256	15q21.1		uc001zxe.3
SECTM1		K12	17q25		uc002keo.3
SEH1L		SEH1A, SEH1B, Seh1, SEC13L	18p11.21		uc002krq.4
SEL1L		IBD2, SEL1L1	14q31	ENSG00000071537	uc010tvv.2
SEL1L2	C20orf50	DKFZp434C1826	20p12.1	ENSG00000101251	uc010zrl.3
SEL1L3		KIAA0746	4p15.2	ENSG00000091490	uc003gru.4
SELE	ELAM1, ELAM	ESEL, CD62E	1q24.2	ENSG00000007908	uc001ggm.4
SELENBP1		hSP56, hSBP, LPSB	1q21.3	ENSG00000143416	uc010pcy.3
SELL	LYAM1, LNHR	LSEL, LAM1, LAM-1, hLHRc, Leu-8, Lyam-1, PLNHR, CD62L	1q24.2	ENSG00000188404	uc001ggk.3
SELP	GRMP	CD62, PSEL, PADGEM, GMP140, CD62P	1q24.2	ENSG00000174175	uc001ggi.4
SELPLG		PSGL-1, CD162	12q24		uc001tni.3
SEMA3A	SEMAD	SEMA1, SemD, coll-1, Hsema-I	7p12.1	ENSG00000075213	uc003uhz.3
SEMA3B	SEMAA	SemA, semaV, LUCA-1, sema5	3p21.3	ENSG00000012171	uc032rmz.1
SEMA3B-AS1			3p21.31	ENSG00000232352	
SEMA3C	SEMAE	SemE	7q21-q31	ENSG00000075223	uc003uhj.3
SEMA3D		coll-2, Sema-Z2	7q21.11	ENSG00000153993	uc003uic.3
SEMA3E	SEMAH	M-SemaK, KIAA0331, coll-5	7q21.11	ENSG00000170381	uc003uhy.2
SEMA3F		SEMAK, Sema4	3p21.3	ENSG00000001617	uc003cyj.3
SEMA3F-AS1		RBM5-AS1	3p21.31	ENSG00000235016	
SEMA3G		FLJ00014, sem2	3p21.1	ENSG00000010319	uc003dea.1
SEMA4A	SEMAB	SemB, FLJ12287, CORD10	1q22	ENSG00000196189	uc009wrq.3
SEMA4B	SEMAC	SemC, KIAA1745, MGC131831	15q25		uc002boz.3
SEMA4C	SEMAI	Semacl1, Semaf	2q11.2	ENSG00000168758	uc002sxh.4
SEMA4D	SEMAJ, C9orf164	CD100, coll-4, FLJ39737	9q22-q31	ENSG00000187764	uc004aqo.1
SEMA4F	SEMAM	SEMAW	2p13.1	ENSG00000135622	uc002sna.2
SEMA4G		FLJ20590, KIAA1619	10q24.31	ENSG00000095539	uc001krw.2
SEMA5A	SEMAF	semF	5p15.2	ENSG00000112902	uc003jek.2
SEMA5B	SEMAG	SemG, KIAA1445, FLJ10372	3q21.1	ENSG00000082684	uc031sbm.1
SEMA6A	SEMAQ	KIAA1368, SEMA6A1, SEMA, HT018	5q23.1	ENSG00000092421	uc010jck.3
SEMA6A-AS1			5q23.1	ENSG00000248445	
SEMA6B	SEMAN	semaZ, SEMA-VIB, SEM-SEMA-Y	19p13.3		uc010dud.2
SEMA6C		KIAA1869	1q21.2	ENSG00000143434	uc001ewv.3
SEMA6D		KIAA1479, FLJ11598	15q21.1		uc001zvy.3
SEMA7A	SEMAL	H-Sema-L, CD108	15q22.3-q23	ENSG00000138623	uc002axv.3
SEMG1	SEMG	CT103	20q12-q13.2	ENSG00000124233	
SEMG2		SGII	20q12-q13.1	ENSG00000124157	uc002xnk.3
SEN2			1		
SEN3			X		
SEN6			6q26-q27		
SEN6A			6q14-q21		
SEN6B			6q21-q22		
SENCR	FLI1-AS1		11q24.3	ENSG00000254703	
SENP1			12q13.11	ENSG00000079387	uc009zkx.4
SENP2		SMT3IP2, KIAA1331, DKFZp762A2316, AXAM2	3q28	ENSG00000163904	uc003fpn.3
SENP3		DKFZP586K0919, SSP3, DKFZp762A152, SMT3IP1, Ulp1	17p13		uc032esp.1
SENP3-EIF4A1			17p13.1	ENSG00000277957	
SENP5		MGC27076	3q29	ENSG00000119231	uc003fwz.4
SENP6		SUSP1, KIAA0797	6q14.1	ENSG00000112701	uc003pid.4
SENP7			3q12	ENSG00000138468	uc003dut.4
SENP8	PRSC2	NEDP1, DEN1, HsT17512	15q22.33	ENSG00000166192	uc021spt.1
SEPHS1		SPS, SPS1	10p14	ENSG00000086475	uc001imk.3
SEPHS1P1			7q11.21	ENSG00000182722	
SEPHS1P2			15q26.1		
SEPHS1P3			5q35.2		
SEPHS1P4			Xq13.2	ENSG00000230146	
SEPHS1P6			2q33.1	ENSG00000213938	
SEPHS1P7			2q14.1	ENSG00000231926	
SEPHS2		SPS2, SPS2b	16p11.2	ENSG00000179918	uc021tgl.2
SEPHS2P1	SEPHS1P5		5p15.2	ENSG00000250247	
SEPN1	RSMD1, MDRS1	selN, RSS	1p36.13	ENSG00000162430	uc021ojl.1
SEPP1		SeP, SelP, SEPP	5q31		uc011cpt.2
SEPSECS		SLA/LP, SLA	4p15.2	ENSG00000109618	uc003grg.3
SEPSECS-AS1			4p15.2		
SEPT1	DIFF6	PNUTL3	16p11.2	ENSG00000180096	uc002dxy.5
SEPT2	DIFF6, NEDD5	KIAA0158, hNedd5, Pnutl3	2q37.3	ENSG00000168385	uc010zop.3
SEPT2P1			1p21.1	ENSG00000227850	
SEPT3	SEP3		22q13.2	ENSG00000100167	uc003bbr.4
SEPT4	PNUTL2	H5, CE5B3, hucep-7, ARTS, hCDCREL-2, MART	17q22	ENSG00000108387	uc002iwm.3
SEPT4-AS1			17q22	ENSG00000264672	
SEPT5	PNUTL1	HCDCREL-1, H5	22q11.2	ENSG00000184702	uc002zpv.2
SEPT6		KIAA0128, SEP2, SEPT2, MGC16619, MGC20339	Xq24	ENSG00000125354	uc004erv.3
SEPT7	CDC10	CDC3, SEPT7A	7p14.2	ENSG00000122545	uc011kau.2
SEPT7-AS1			7p14.2	ENSG00000228878	
SEPT7P1	CDC10P		14q13.2		
SEPT7P2	SEPT7B, SEPT13	DKFZp313J1114	7p12.3	ENSG00000214765	uc003tnf.4
SEPT7P3			7p14.2	ENSG00000226102	
SEPT7P4			7q11.21	ENSG00000240651	
SEPT7P5			7q11.21	ENSG00000164740	
SEPT7P6			7q36.1	ENSG00000241007	
SEPT7P7			9q22.33	ENSG00000229897	
SEPT7P8			19q13.42	ENSG00000229000	
SEPT7P9	CDC10L, SEPT7L	bA291L22.2	10p11.21	ENSG00000120555	uc009xmd.2
SEPT8		KIAA0202, SEP2	5q31	ENSG00000164402	uc003kxr.2
SEPT9	MSF	MSF1, KIAA0991, PNUTL4, AF17q25, SeptD1	17q25.3	ENSG00000184640	uc002jts.4
SEPT10		FLJ11619	2q13	ENSG00000186522	uc002tew.4
SEPT10P1			8q12.1	ENSG00000253541	
SEPT11		FLJ10849	4q21.1	ENSG00000138758	uc003hkj.3
SEPT12		FLJ25410	16p13.3	ENSG00000140623	uc002cxq.3
SEPT14		FLJ44060	7p11.2	ENSG00000154997	uc003tqz.2
SEPT14P1			7q11.21	ENSG00000231523	
SEPT14P2			2q37.3	ENSG00000244528	
SEPT14P3			3q29	ENSG00000226008	
SEPT14P4			4q26	ENSG00000251155	
SEPT14P5			5q35.3		
SEPT14P6			6p25.3		
SEPT14P7			7p12.3		
SEPT14P8			8p23.3	ENSG00000255464	
SEPT14P10			10p11.1		
SEPT14P11			11p15.5		
SEPT14P12			1q31.3	ENSG00000235748	
SEPT14P13			1p36.33	ENSG00000224813	
SEPT14P14			1p36.33		
SEPT14P15			1q42.11		
SEPT14P16			16q24.3		
SEPT14P17			1q42.13	ENSG00000274886	
SEPT14P18			1p36.33		
SEPT14P19			19p13.3		
SEPT14P20			20q13.33		
SEPT14P21			1q43		
SEPT14P22			Yq11.23		
SEPT14P23			Yq11.23		
SEPT14P24			7p11.2	ENSG00000231299	
SEPW1		selW	19q13.33	ENSG00000178980	uc021uwp.1
SEPW1P			1p35.2	ENSG00000215900	
SERAC1		FLJ14917	6q25.3	ENSG00000122335	uc003qrc.2
SERBP1		PAI-RBP1, DKFZP564M2423, CGI-55, HABP4L, PAIRBP1, CHD3IP	1p31	ENSG00000142864	uc001ddv.3
SERBP1P1	SERBP1P		Xq13.1	ENSG00000213740	
SERBP1P2			Yp11.2	ENSG00000225878	
SERBP1P3			3p21.1	ENSG00000242142	
SERBP1P4			Xq21.31	ENSG00000230275	
SERBP1P5			4q21.21	ENSG00000249565	
SERBP1P6			5p13.1	ENSG00000248873	
SERF1A	SERF1	H4F5, 4F5, FAM2A, SMAM1	5q13	ENSG00000172058	
SERF1AP1			4q28.3	ENSG00000250813	
SERF1B		FAM2B, H4F5C	5q13	ENSG00000205572	uc003jyb.3
SERF2		H4F5rel, 4F5REL, FAM2C, HsT17089	15q15.1	ENSG00000140264	uc010bdq.3
SERGEF		DelGEF, Gnefr	11p14.3	ENSG00000129158	uc001mnm.4
SERHL		HS126B42, BK126B4.1, dJ222E13.1	22q13.2	ENSG00000172250	uc021wql.1
SERHL2			22q13	ENSG00000183569	uc003bcr.4
SERINC1	TDE2	TMS-2, TDE1L, KIAA1253	6q22.32	ENSG00000111897	uc003pyy.1
SERINC2	TDE2L	FKSG84, PRO0899, TDE2	1p35.1	ENSG00000168528	uc001bst.3
SERINC3	TDE1	DIFF33, TDE, SBBI99, TMS-1, AIGP1	20q13.12	ENSG00000132824	uc002xme.3
SERINC4		FLJ40363	15q15.3	ENSG00000184716	uc031qrp.1
SERINC5	C5orf12	TPO1	5q14.1		uc011ctj.2
SERP1		RAMP4, FLJ43424	3q25.1	ENSG00000120742	uc003exy.3
SERP2	C13orf21	bA269C23.1	13q14.11	ENSG00000151778	uc001uzj.3
SERPINA1	PI	AAT, A1A, PI1, alpha-1-antitrypsin, A1AT, alpha1AT	14q32.1	ENSG00000197249	uc010aux.3
SERPINA2	PIL, SERPINA2P	ATR, ARGS	14q32.13	ENSG00000258597	
SERPINA3	AACT	ACT, alpha-1-antichymotrypsin	14q32.1	ENSG00000196136	uc001ydp.3
SERPINA4	PI4	KST, KAL, KLST, kallistatin	14q32.13	ENSG00000100665	uc010avd.4
SERPINA5	PLANH3, PCI	PAI3, PROCI	14q32.1	ENSG00000188488	uc001ydm.3
SERPINA6	CBG		14q32.13	ENSG00000170099	uc001ycv.3
SERPINA7	TBG		Xq21-q22	ENSG00000123561	uc004eme.2
SERPINA7P1			Xq22.3	ENSG00000227657	
SERPINA9		CENTERIN, SERPINA11b, GCET1	14q32.1	ENSG00000170054	uc001ydf.3
SERPINA10		PZI, ZPI	14q32.13	ENSG00000140093	uc001yct.3
SERPINA11			14q32.13	ENSG00000186910	uc001ydd.1
SERPINA12		OL-64, Vaspin	14q32.13	ENSG00000165953	uc001ydj.3
SERPINA13P	SERPINA13	UNQ6121	14q32.13	ENSG00000187483	uc001ydt.3
SERPINA15P			8q23.3	ENSG00000255033	
SERPINB1	ELANH2	EI, PI2, anti-elastase	6p25.2	ENSG00000021355	uc003mub.4
SERPINB2	PLANH2, PAI2	HsT1201	18q21.3	ENSG00000197632	uc002ljo.3
SERPINB3	SCC, SCCA1	T4-A, HsT1196	18q21.3	ENSG00000057149	uc002lji.3
SERPINB4	SCCA2	PI11, LEUPIN, SCCA-2, SCCA1	18q21.33	ENSG00000206073	
SERPINB5	PI5	maspin	18q21.33	ENSG00000206075	uc002liz.4
SERPINB6	PI6, DFNB91	PTI, CAP	6p25.2	ENSG00000124570	uc031smo.1
SERPINB7		MEGSIN	18q21.33	ENSG00000166396	uc002ljl.4
SERPINB8	PI8	CAP2	18q22.1	ENSG00000166401	uc002lju.3
SERPINB8P1	PI8L1, SERPINB11, SERPINBP1		6p25.2	ENSG00000217707	
SERPINB9	PI9	CAP3	6p25.2	ENSG00000170542	uc003mug.4
SERPINB9P1		MGC39372	6p25.2	ENSG00000230438	
SERPINB10	PI10	bomapin	18q21.3	ENSG00000242550	
SERPINB11		EPIPIN	18q21.33	ENSG00000206072	uc032hfq.1
SERPINB12		YUKOPIN	18q21.33	ENSG00000166634	uc010xen.2
SERPINB13	PI13	HUR7, hurpin, headpin	18q21.33	ENSG00000197641	uc002ljc.3
SERPINC1	AT3	ATIII, MGC22579	1q25.1	ENSG00000117601	uc001gjt.3
SERPIND1	HCF2	HC-II, HLS2, HC2, D22S673	22q11.21	ENSG00000099937	uc002ztb.1
SERPINE1	PLANH1, PAI1	PAI	7q22.1	ENSG00000106366	uc003uxt.4
SERPINE2	PI7	PN1, GDN, PNI, nexin	2q36.1	ENSG00000135919	uc002vnu.2
SERPINE3			13q14.3	ENSG00000253309	uc001vfh.2
SERPINE4P			15q12	ENSG00000258624	
SERPINF1	PEDF	EPC-1, PIG35	17p13.3	ENSG00000132386	uc002ftl.3
SERPINF2	PLI	API, ALPHA-2-PI, A2AP, AAP	17p13.3	ENSG00000167711	uc002ftk.1
SERPING1	C1NH	C1IN, C1-INH, HAE1, HAE2	11q12.1	ENSG00000149131	uc001nkr.1
SERPINH1	CBP1, CBP2, SERPINH2	HSP47, colligen	11q13.5	ENSG00000149257	uc001owr.3
SERPINH1P1	SERPINHP1	bA571F15.6, pshsp47	9p13.3	ENSG00000229207	
SERPINI1	PI12	neuroserpin	3q26.1	ENSG00000163536	uc003ffa.4
SERPINI2	PI14	PANCPIN, TSA2004, MEPI, pancpin	3q26.1	ENSG00000114204	uc003fes.2
SERTAD1		SEI1, TRIP-Br1	19q13.1-q13.2		uc002ont.5
SERTAD2		TRIP-Br2, KIAA0127, Sei-2	2p15	ENSG00000179833	uc002sde.2
SERTAD3		RBT1	19q13.2		uc002onv.4
SERTAD4		DJ667H12.2	1q32.1-q41	ENSG00000082497	uc001hhy.3
SERTAD4-AS1	C1orf133		1q32.2	ENSG00000203706	uc001hhx.5
SERTM1	C13orf36		13q13.3	ENSG00000180440	uc001uvt.4
SESN1		SEST1, PA26	6q21	ENSG00000080546	uc003psu.3
SESN2		SES2, DKFZp761M0212, HI95, SEST2	1p35.2	ENSG00000130766	uc001bps.3
SESN3		SEST3, MGC29667	11q21	ENSG00000149212	uc001pfj.4
SESTD1		DKFZp434O0515, Solo	2q31.3	ENSG00000187231	uc002uni.4
SET		PHAPII, 2PP2A, IPP2A2	9q34	ENSG00000119335	uc004bvu.4
SETBP1		SEB, KIAA0437	18q21.1	ENSG00000152217	uc010dni.3
SETD1A		KIAA0339, Set1, KMT2F	16p11.2	ENSG00000099381	uc002ead.1
SETD1B		KIAA1076, Set1B, KMT2G	12q24.31	ENSG00000139718	uc001ubi.3
SETD2		HYPB, HIF-1, KIAA1732, FLJ23184, KMT3A	3p21.31	ENSG00000181555	uc003cqs.3
SETD3	C14orf154	FLJ23027	14q32.2	ENSG00000183576	uc001ygc.3
SETD4	C21orf27, C21orf18		21q22.13	ENSG00000185917	uc021wiy.2
SETD5		FLJ10707	3p25.3	ENSG00000168137	uc003brt.3
SETD6		FLJ21148	16q21	ENSG00000103037	uc002ens.3
SETD6P1			2q12.3	ENSG00000236877	
SETD7		KIAA1717, SET7, SET7/9, Set9, KMT7	4q31.1	ENSG00000145391	uc003ihw.3
SETD8P1		SET07p	13q11	ENSG00000279730	
SETD9	C5orf35	MGC33648	5q11.2	ENSG00000155542	uc003jqx.3
SETDB1		KG1T, KIAA0067, ESET, KMT1E, TDRD21	1q21	ENSG00000143379	uc001evu.2
SETDB2	C13orf4	CLLD8, CLLL8, KMT1F	13q14	ENSG00000136169	uc001vda.3
SETMAR		metnase	3p26.2	ENSG00000170364	uc011asp.2
SETP1	SETP19	SETP	14q11.2	ENSG00000258863	
SETP2			14q22.1	ENSG00000258893	
SETP3	SETP13		17q22	ENSG00000266648	
SETP4			Xq21.1	ENSG00000237211	
SETP5			9q34.3	ENSG00000233998	
SETP6			3p12.2	ENSG00000241319	
SETP7			12q23.3	ENSG00000257444	
SETP8			Xq23	ENSG00000213526	
SETP9			1q23.3	ENSG00000235101	
SETP10			1q25.2	ENSG00000231905	
SETP11			3q25.1	ENSG00000239570	
SETP12			4q27	ENSG00000251609	
SETP14			3q25.31	ENSG00000240489	
SETP15			Xp22.2	ENSG00000226536	
SETP16			11q23.3	ENSG00000254621	
SETP17			11q14.2	ENSG00000255222	
SETP20			4q25	ENSG00000225094	
SETP21			5q12.1	ENSG00000214244	
SETP22			5q15	ENSG00000213701	
SETSIP	SETP18		1p22.1	ENSG00000230667	
SETX	ALS4, SCAR1	KIAA0625, AOA2	9q34	ENSG00000107290	uc004cbk.3
SEZ6			17q11.2	ENSG00000063015	uc002hdp.2
SEZ6L			22q12.1	ENSG00000100095	uc003acb.3
SEZ6L2		PSK-1, FLJ90517	16p12.1	ENSG00000174938	uc010vec.2
SF1	ZNF162	ZFM1, ZCCHC25	11q13	ENSG00000168066	uc001oaz.2
SF3A1		SF3a120, SAP114, PRPF21, Prp21	22q12.2	ENSG00000099995	uc003ahl.3
SF3A2		SF3a66, SAP62, PRPF11, Prp11	19p13.3	ENSG00000104897	uc002lvg.3
SF3A3		SF3a60, SAP61, PRP9, PRPF9	1p34.3	ENSG00000183431	uc001cci.3
SF3A3P1	SF3A3P	dJ581P3.1	20p13		
SF3A3P2			11q24.1		
SF3B1		SAP155, SF3b155, PRPF10, Prp10, Hsh155	2q33.1	ENSG00000115524	uc002uue.3
SF3B2		SAP145, SF3b1, Cus1, SF3b145	11q13	ENSG00000087365	uc001ogy.1
SF3B3		SAP130, SF3b130, RSE1, KIAA0017	16q22	ENSG00000189091	uc002ezf.3
SF3B4		SAP49, SF3b49, Hsh49	1q21.2	ENSG00000143368	uc001etk.2
SF3B4P1	SF3B4P		14q23		
SF3B5		SF3b10, MGC3133, Ysf3	6q24.1	ENSG00000169976	uc003qkr.1
SF3B6		P14, SF3B14a, Ht006, CGI-110, SAP14a	2p23	ENSG00000115128	
SFI1		KIAA0542, PISD, PPP1R139	22q12.2	ENSG00000198089	uc003ale.4
SFMBT1		RU1, DKFZp434L243, SFMBT	3p21.31	ENSG00000163935	uc003dgh.3
SFMBT2		KIAA1617	10p15.1	ENSG00000198879	uc009xio.2
SFN		YWHAS	1p36.11	ENSG00000175793	uc001bnc.1
SFPQ		PSF, PPP1R140	1p34.3	ENSG00000116560	uc001bys.3
SFPQP1	SFPQP		Yq11.221	ENSG00000224035	
SFR1	C10orf78, MEIR5	MEI5, bA373N18.1, FLJ41960	10q25.1	ENSG00000156384	uc001kxu.3
SFR1P1			Xq24	ENSG00000227541	
SFR1P2			Xq21.2	ENSG00000223707	
SFRP1		SARP2, FRP, FRP-1	8p11.21	ENSG00000104332	uc003xnt.3
SFRP2		SARP1, SDF-5, FRP-2	4q31.3	ENSG00000145423	uc003inv.1
SFRP4		frpHE, FRP-4, FRPHE	7p14.1	ENSG00000106483	uc003tfo.4
SFRP5		SARP3	10q24	ENSG00000120057	uc001kor.4
SFSWAP	SFRS8	SWAP	12q24.33	ENSG00000061936	uc010tbn.2
SFT2D1	C6orf83	MGC19825, pRGR1	6q27	ENSG00000198818	uc003qux.3
SFT2D2		UNQ512, dJ747L4.C1.2	1q24.2	ENSG00000213064	uc001gfi.4
SFT2D3		MGC5391	2q14.3	ENSG00000173349	uc002tpf.3
SFTA1P	SFTPF		10p14	ENSG00000225383	uc001ikf.1
SFTA2	SFTPG		6p21.3	ENSG00000196260	uc003nsf.3
SFTA3	SFTPH	NANCI	14q13.3	ENSG00000229415	uc001wtr.3
SFTPA1	SFTP1	SP-A, SP-A1, COLEC4	10q22.3		uc009xry.3
SFTPA2		SP-A2, COLEC5	10q22.3		uc001kal.4
SFTPA3P	SFTPP1, SFTPAP1	COLEC6	10q22.3	ENSG00000225827	
SFTPB	SFTP3	SP-B	2p12-p11.2	ENSG00000168878	uc002sqh.3
SFTPC	SFTP2	SP-C, PSP-C, SMDP2, BRICD6	8p21	ENSG00000168484	uc003xaz.3
SFTPD	SFTP4	SP-D, COLEC7	10q22.2-q23.1	ENSG00000133661	uc001kbh.3
SFTPD-AS1			10q22.3	ENSG00000273372	
SFXN1		FLJ12876	5q35.3	ENSG00000164466	uc003mda.2
SFXN2			10q24.32	ENSG00000156398	uc001kwb.2
SFXN3		SFX3	10q24.32	ENSG00000107819	uc001ksp.3
SFXN4			10q26.11	ENSG00000183605	uc001leb.3
SFXN5		BBG-TCC	2p13	ENSG00000144040	uc002siq.3
SGCA	ADL	SCARMD1, LGMD2D, adhalin, DMDA2, A2	17q21	ENSG00000108823	uc002iqi.3
SGCB	LGMD2E	SGC, A3b	4q12	ENSG00000163069	uc003gzj.2
SGCD		DAGD, LGMD2F, CMD1L	5q33-q34		uc003lwd.4
SGCE	DYT11		7q21.3	ENSG00000127990	uc003unn.2
SGCG	DMDA1, MAM, LGMD2C	SCARMD2, DAGA4, SCG3, DMDA, TYPE, A4, MGC130048	13q12-q13	ENSG00000102683	uc001uom.2
SGCZ		ZSG1	8p22	ENSG00000185053	uc003wwq.3
SGF29	CCDC101	FLJ32446, TDRD29	16p11.2	ENSG00000176476	uc002dqf.3
SGIP1		DKFZp761D221	1p31.3	ENSG00000118473	uc001dcr.3
SGK1	SGK		6q23	ENSG00000118515	uc003qeo.4
SGK2			20q13.2	ENSG00000101049	uc002xkv.3
SGK3	SGK2, SGKL		8q12		uc003xwr.3
SGMS1	TMEM23	MOB, MGC17342, SMS1	10q11.2	ENSG00000198964	uc001jje.3
SGMS1-AS1			10q11.23	ENSG00000226200	
SGMS2		MGC26963, SMS2	4q25	ENSG00000164023	uc003hyl.5
SGOL1		NY-BR-85	3p24.3	ENSG00000129810	uc003cbu.3
SGOL1-AS1			3p24.3	ENSG00000237485	uc031ryq.1
SGOL1P1			1p31.1	ENSG00000270615	
SGOL1P2			7p12.1	ENSG00000234304	
SGOL2		TRIPIN, FLJ25211	2q33.2	ENSG00000163535	uc002uvw.2
SGPL1		SPL	10q21	ENSG00000166224	uc001jrm.3
SGPP1			14q23.1	ENSG00000126821	uc001xgj.4
SGPP2		SPP2, FLJ39004	2q36.3	ENSG00000163082	uc010zlo.2
SGSH		HSS, MPS3A, SFMD	17q25.3		uc002jxz.4
SGSM1	RUTBC2	KIAA1941	22q11.23	ENSG00000167037	uc003abg.2
SGSM2	RUTBC1	KIAA0397	17p13.3		uc002fum.4
SGSM3	RUTBC3	DJ1042K10.2, RUSC3, RabGAP-5, RABGAP5	22q13.1-q13.2	ENSG00000100359	uc003ayu.1
SGTA	SGT		19p13		uc002lwi.1
SGTB		Sgt2, FLJ39002	5q12.3	ENSG00000197860	uc003jud.3
SH2B1		FLJ30542, SH2B	16p11.2		uc002drl.3
SH2B2		APS	7q22.1	ENSG00000160999	uc033aba.1
SH2B3		LNK, IDDM20	12q24.12		uc001tse.3
SH2D1A	IMD5, LYP	XLP, MTCP1, DSHP, XLPD, EBVS, SAP	Xq25	ENSG00000183918	uc004euf.5
SH2D1B		EAT2	1q23.3	ENSG00000198574	uc001gbz.1
SH2D2A		TSAd, F2771	1q21	ENSG00000027869	uc001fqd.2
SH2D3A		NSP1	19p13.3		uc002mft.3
SH2D3C		NSP3	9q33.1-q33.3	ENSG00000095370	uc004bsc.3
SH2D4A		FLJ20967, SH2A, PPP1R38	8p21	ENSG00000104611	uc003wzc.3
SH2D4B			10q23.1	ENSG00000178217	uc001kck.1
SH2D5			1p36.12	ENSG00000189410	uc009vpy.1
SH2D6		FLJ35993	2p11.2	ENSG00000152292	uc002spq.3
SH2D7		LOC646892	15q25.1	ENSG00000183476	uc010blb.1
SH3BGR		21-GARP	21q22.3	ENSG00000185437	uc002yya.3
SH3BGRL		MGC117402	Xq13.3	ENSG00000131171	uc004eef.3
SH3BGRL2			6q14.1	ENSG00000198478	uc003piz.1
SH3BGRL3			1p36.11	ENSG00000142669	uc001blu.3
SH3BP1		ARHGAP43	22q13.1	ENSG00000100092	uc003ati.3
SH3BP2		RES4-23, CRBM	4p16.3		uc003gfj.4
SH3BP4			2q37.1-q37.2	ENSG00000130147	uc002vvp.3
SH3BP5		Sab	3p24.3	ENSG00000131370	uc003bzp.2
SH3BP5-AS1			3p25.1	ENSG00000224660	uc003bzo.2
SH3BP5L		KIAA1720	1q44	ENSG00000175137	uc001iew.1
SH3D19		DKFZp434D0215, EVE1, EBP, Kryn, SH3P19	4q31.3	ENSG00000109686	uc010ipl.1
SH3D21	C1orf113	FLJ22938	1p34.3	ENSG00000214193	uc010oia.1
SH3GL1		SH3P8, SH3D2B, CNSA1, EEN, MGC111371	19p13.3		uc002maj.3
SH3GL1P1	SH3GLP1	CNSA-P1	17q11.2		uc021tuv.1
SH3GL1P2	SH3GLP2	CNSA-P2	17q11.2	ENSG00000264943	uc021tuf.1
SH3GL1P3	SH3GLP3	CNSA-P3	17q24.2		
SH3GL2		SH3P4, SH3D2A, CNSA2, EEN-B1	9p22	ENSG00000107295	uc003zna.3
SH3GL3		SH3D2C, SH3P13, CNSA3, EEN-B2, HsT19371	15q24	ENSG00000140600	uc002bjw.3
SH3GLB1		CGI-61, KIAA0491, Bif-1, PPP1R70	1p22.3	ENSG00000097033	uc001dly.3
SH3GLB2		KIAA1848	9q34	ENSG00000148341	uc004bww.4
SH3KBP1		CIN85	Xp22.1-p21.3	ENSG00000147010	uc004czm.3
SH3PXD2A	SH3MD1	FISH, KIAA0418	10q25.1	ENSG00000107957	uc001kxj.1
SH3PXD2A-AS1			10q24.33		uc001kxk.2
SH3PXD2B	KIAA1295	FLJ20831	5q35.2	ENSG00000174705	uc003mbr.3
SH3RF1	SH3MD2	POSH, RNF142, KIAA1494	4q32.3	ENSG00000154447	uc003isa.1
SH3RF2	PPP1R39	FLJ23654, RNF158, Hepp1, POSHER	5q32	ENSG00000156463	uc003lnt.3
SH3RF3	SH3MD4	FLJ00204, POSH2	2q13	ENSG00000172985	uc010ywt.1
SH3RF3-AS1			2q12.3	ENSG00000259863	uc021vlv.1
SH3TC1		FLJ20356	4p16.1	ENSG00000125089	uc003gkv.4
SH3TC2		KIAA1985, CMT4C	5q32	ENSG00000169247	uc003lpu.3
SH3YL1		Ray, DKFZP586F1318	2p25.3	ENSG00000035115	uc002qvx.4
SHANK1		SSTRIP, SPANK-1, synamon	19q13.3	ENSG00000161681	uc002psx.1
